weight,token
0,Email
0,Engineering
0,Even
0,Followup-To
0,Group
0,IBM
0,II
0,Internet
0,MA
0,Many
0,Martin
0,Michael
0,Most
0,NOTE
0,National
0,New
0,North
0,Note
0,Office
0,Ontario
0,Other
0,PC
0,Paul
0,Peter
0,Phone
0,Project
0,Road
0,SGI
0,See
0,Software
0,Some
0,Steve
0,Systems
0,Thanks
0,Thomas
0,Thu
0,UNIX
0,US
0,USA
0,UUCP
0,Unix
0,Use
0,Usenet
0,Using
0,VMS
0,W
0,When
0,Where
0,access
0,address
0,al
0,allow
0,allows
0,almost
0,amount
0,anonymous
0,answers
0,anybody
0,anyway
0,approach
0,area
0,areas
0,author
0,automatically
0,available
0,back
0,basic
0,bits
0,board
0,ca
0,capability
0,ch
0,change
0,changes
0,check
0,choice
0,cl
0,code
0,color
0,command
0,commercial
0,company
0,complete
0,complex
0,contact
0,contains
0,control
0,convert
0,converting
0,convex
0,copy
0,couple
0,create
0,current
0,currently
0,data
0,deal
0,decwrl
0,defined
0,described
0,designed
0,details
0,developed
0,device
0,devices
0,directly
0,display
0,distribution
0,documentation
0,doing
0,draw
0,e-mail
0,easily
0,edge
0,effect
0,email
0,entire
0,entry
0,environment
0,equipment
0,error
0,errors
0,et
0,expect
0,fast
0,feel
0,fi
0,files
0,fine
0,fit
0,following
0,frames
0,ftp
0,function
0,functions
0,further
0,ge
0,great
0,groups
0,hand
0,heard
0,help
0,high
0,image
0,includes
0,including
0,info
0,inside
0,instead
0,interested
0,internet
0,ira
0,jpl
0,kind
0,known
0,language
0,larger
0,later
0,latest
0,level
0,library
0,limited
0,lines
0,list
0,log
0,loss
0,machine
0,mail
0,math
0,mcsun
0,mil
0,mit
0,mode
0,model
0,movie
0,name
0,nd
0,newsgroup
0,nice
0,note
0,objects
0,obtain
0,off
0,offers
0,old
0,order
0,org
0,output
0,package
0,pass
0,per
0,performance
0,permission
0,picture
0,plus
0,points
0,positions
0,posted
0,print
0,process
0,program
0,programs
0,provide
0,provided
0,public
0,purpose
0,purposes
0,quality
0,range
0,regular
0,removal
0,require
0,research
0,result
0,resulting
0,rochester
0,run
0,runs
0,save
0,sci
0,scientific
0,se
0,selection
0,send
0,sets
0,setting
0,several
0,shape
0,simple
0,single
0,size
0,slightly
0,small
0,smaller
0,sort
0,specific
0,speed
0,standard
0,stanford
0,supports
0,sys
0,systems
0,table
0,takes
0,tape
0,thanks
0,three
0,title
0,together
0,tool
0,tools
0,top
0,torn
0,transformations
0,types
0,ufl
0,uka
0,unix
0,unless
0,user
0,users
0,uses
0,usually
0,variety
0,version
0,versions
0,via
0,while
0,whole
0,wide
0,window
0,windows
0,work
0,working
0,works
0,worth
0,write
0,written
0,y
0,year
0,yourself
0,From
0,of
0,Access
0,Alan
0,Article-I
0,BITNET
0,Colorado
0,Communications
0,Corp
0,Corporation
0,Diego
0,F
0,First
0,K
0,L
0,MI
0,MP
0,MY
0,NT
0,Network
0,Online
0,Program
0,Public
0,Rob
0,San
0,Sciences
0,Services
0,Smith
0,St
0,Stanford
0,Summary
0,Tom
0,acs
0,appreciate
0,backup
0,bad
0,batcomputer
0,box
0,bus
0,buy
0,byu
0,cache
0,caen
0,came
0,canterbury
0,chevron
0,chip
0,client
0,close
0,comparison
0,cost
0,csn
0,demon
0,development
0,document
0,done
0,drive
0,du
0,duke
0,elroy
0,emory
0,especially
0,experience
0,fan
0,fix
0,gave
0,goes
0,greatly
0,home
0,intel
0,load
0,loaded
0,luck
0,market
0,match
0,maybe
0,message
0,mine
0,money
0,month
0,ms
0,msu
0,names
0,needed
0,needs
0,net
0,next
0,nl
0,nodak
0,not-for-mail
0,noticed
0,nz
0,ogicse
0,opinions
0,org
0,pitt
0,price
0,products
0,psinntp
0,ran
0,recently
0,released
0,resources
0,response
0,running
0,security
0,share
0,solution
0,speak
0,std
0,straight
0,supporters
0,supposed
0,tek
0,track
0,twice
0,ubc
0,uchicago
0,uga
0,umass
0,unit
0,upenn
0,usa
0,uwaterloo
0,ux1
0,vs
0,wait
0,went
0,win
0,wondering
0,AT
0,Actually
0,Andy
0,Anyway
0,Are
0,Board
0,Bulletin
0,Case
0,Chris
0,Cleveland
0,Communication
0,Edu
0,Edu
0,Edward
0,Eric
0,Freenet
0,GUN
0,Hawaii
0,III
0,INS
0,IT
0,Just
0,Laboratory
0,Mail
0,Michigan
0,NCR
0,NETCOM
0,NO
0,Not
0,ON
0,Ohio
0,On-line
0,Orleans
0,Ozone
0,Pennsylvania
0,Phil
0,Reserve
0,Richard
0,Sat
0,Sean
0,Service
0,Standard
0,Stephen
0,Tony
0,Univ
0,Washington
0,Western
0,Will
0,Would
0,add
0,ames
0,and/or
0,asking
0,assert
0,b
0,bellcore
0,bet
0,buffalo
0,buying
0,cable
0,changed
0,cleveland
0,clock
0,comm
0,comments
0,communications
0,cornell
0,count
0,csus
0,date
0,days
0,detect
0,dk
0,extra
0,flow
0,follow
0,friend
0,fsu
0,future
0,game
0,gives
0,gov
0,guest
0,happy
0,hook
0,impossible
0,interrupt
0,leave
0,low
0,minutes
0,missing
0,mitre
0,months
0,mot
0,msen
0,music
0,netcom
0,netnews
0,nigel
0,none
0,nwnet
0,pay
0,phone
0,primate
0,properly
0,rate
0,ready
0,replies
0,reply
0,request
0,rpi
0,saimiri
0,sell
0,sent
0,serial
0,service
0,special
0,specifically
0,thinking
0,transfer
0,utah
0,uug
0,waiting
0,wanted
0,wants
0,willing
0,If
0,Adams
0,Ann
0,Arbor
0,Brian
0,Denver
0,Disclaimer
0,Doug
0,Intel
0,MAC
0,Media
0,NATIONAL
0,PST
0,Quantum
0,Sometimes
0,Their
0,With
0,World
0,Yes
0,acns
0,additional
0,advantage
0,advice
0,apparent
0,appear
0,bailey
0,berkeley
0,built
0,care
0,cheaper
0,choose
0,clue
0,comparable
0,cut
0,dec
0,desy
0,easy
0,ends
0,enet
0,field
0,finally
0,floating
0,forward
0,four
0,front
0,games
0,gotten
0,half
0,heat
0,helpful
0,hold
0,hours
0,iastate
0,internal
0,involved
0,isu
0,itself
0,kept
0,kit
0,light
0,lots
0,major
0,media
0,million
0,moved
0,ns
0,numbers
0,nwu
0,obtained
0,ones
0,operation
0,option
0,owner
0,particularly
0,parts
0,personal
0,play
0,portal
0,prices
0,purchased
0,ram
0,recall
0,received
0,release
0,remove
0,responsible
0,room
0,sleep
0,soon
0,sound
0,sounds
0,speakers
0,strange
0,student
0,suggest
0,supply
0,suspect
0,taken
0,technical
0,truly
0,tue
0,turn
0,turned
0,umich
0,uoregon
0,usual
0,uswest
0,v1
0,views
0,wall
0,watson
0,week
0,weeks
0,white
0,within
0,worked
0,wright
0,#include
0,Associates
0,Berkeley
0,Card
0,Code
0,Control
0,Daniel
0,Do
0,Info
0,International
0,Labs
0,Larry
0,MIT
0,Of
0,Open
0,Originator
0,Price
0,Release
0,Santa
0,Server
0,Street
0,Support
0,Technical
0,Text
0,UK
0,UTC
0,Unfortunately
0,abuse
0,allowed
0,avoid
0,build
0,calls
0,character
0,colostate
0,compiled
0,conference
0,continue
0,copies
0,creative
0,cv
0,enterpoop
0,final
0,followed
0,guidelines
0,h
0,holes
0,included
0,judges
0,key
0,limit
0,modify
0,multiple
0,n
0,normal
0,optional
0,options
0,page
0,pointing
0,previous
0,prior
0,receive
0,required
0,return
0,rules
0,sample
0,screens
0,separate
0,specify
0,uta
0,uucp
0,winners
0,ANY
0,AT&T
0,Administration
0,Again
0,Air
0,American
0,April
0,Beach
0,Boston
0,Brand
0,Brown
0,City
0,Columbia
0,Cornell
0,DC
0,Dare
0,Design
0,EBay
0,EDT
0,Eng
0,Game
0,Gary
0,General
0,Genesis
0,House
0,Jack
0,Later
0,London
0,Looking
0,Love
0,Make
0,Man
0,Maryland
0,Massachusetts
0,Math
0,Math/CS
0,NOW
0,Northwest
0,Northwestern
0,Nyx
0,ONE
0,Okay
0,Picture
0,Purdue
0,Red
0,Rich
0,Star
0,Starr
0,TV
0,TX
0,Todd
0,Up
0,Wanted
0,Was
0,acc
0,admin
0,air
0,amdahl
0,american
0,appears
0,automatic
0,average
0,ba
0,bradley
0,brand
0,business
0,cheap
0,chem
0,condition
0,cover
0,dept
0,dollars
0,drop
0,due
0,electric
0,excellent
0,firm
0,floor
0,folks
0,govt
0,heavy
0,hsdndev
0,inel
0,ingr
0,jvnc
0,linac
0,listed
0,listen
0,magnus
0,mention
0,mentor
0,miles
0,mnemosyne
0,ncsu
0,ne
0,newsserver
0,noted
0,ocs
0,offer
0,office
0,otherwise
0,pa
0,paid
0,player
0,poster
0,quickly
0,r
0,radio
0,record
0,respond
0,retail
0,rutgers
0,sale
0,sold
0,summer
0,thousands
0,ticket
0,trade
0,transmission
0,travel
0,ulowell
0,uni
0,unknown
0,for
0,Account
0,Bell
0,Capital
0,Central
0,ColumbiaSC
0,Equipment
0,Europe
0,Ford
0,GM
0,Hacker
0,Last
0,MD
0,Max
0,Michal
0,NY
0,Net
0,Noise
0,THE
0,Texas
0,Too
0,Tx
0,Urbana
0,Virginia
0,WARNING
0,While
0,accident
0,attention
0,auto
0,automotive
0,behind
0,bigger
0,body
0,brandeis
0,carleton
0,carry
0,cars
0,caused
0,centerline
0,class
0,clothing
0,coming
0,companies
0,concepts
0,conditions
0,consumers
0,country
0,cup
0,danger
0,dealers
0,door
0,doubt
0,driven
0,during
0,early
0,ee
0,employer
0,engine
0,engines
0,expensive
0,forget
0,gas
0,gun
0,hasn
0,hot
0,hou
0,hour
0,ie
0,ignore
0,insurance
0,kids
0,leader
0,legal
0,lists
0,locks
0,looked
0,loral
0,man
0,manufacturers
0,master
0,members
0,men
0,mil
0,mostly
0,necessarily
0,officer
0,oil
0,owners
0,pain
0,paint
0,pants
0,passed
0,paying
0,police
0,policy
0,potential
0,procedure
0,race
0,rental
0,roads
0,rock
0,saw
0,seal
0,serious
0,sg
0,sg
0,sig
0,society
0,somewhat
0,somewhere
0,station
0,stop
0,street
0,strong
0,sue
0,tax
0,therefore
0,today
0,truck
0,trucks
0,vehicle
0,violence
0,violent
0,woman
0,women
0,ysu
0,In
0,Is
0,AMA
0,Administrator
0,Because
0,Chemistry
0,Chicago
0,European
0,HOW
0,Jackson
0,Ltd
0,MITRE
0,Oh
0,Richardson
0,Russell
0,United
0,Wide
0,ahead
0,appropriate
0,attack
0,bag
0,bars
0,busy
0,chances
0,chase
0,cit
0,cray
0,crd
0,depending
0,disclaimers
0,dog
0,dogs
0,em
0,es
0,essentially
0,everybody
0,face
0,fairly
0,figure
0,flames
0,foot
0,impressed
0,job
0,judge
0,kid
0,late
0,law
0,lawyers
0,lbl
0,letter
0,linus
0,lock
0,magazine
0,msstate
0,msus
0,msus1
0,pack
0,practice
0,pull
0,raised
0,regards
0,remember
0,ride
0,road
0,seeing
0,shaft
0,shall
0,shop
0,significant
0,spend
0,story
0,study
0,stupid
0,style
0,taking
0,tank
0,traffic
0,ub
0,understanding
0,wear
0,Apr
0,the
0,you
0,America
0,Angeles
0,Another
0,Base
0,Black
0,Boggs
0,Charles
0,Dennis
0,EST
0,Fischer
0,Florida
0,Go
0,Golden
0,Greg
0,Griffin
0,Hall
0,Howe
0,IL
0,Indians
0,Jose
0,Kimball
0,Lee
0,Let
0,Look
0,Los
0,Matthew
0,Morris
0,Murray
0,PM
0,Perhaps
0,Pittsburgh
0,Rochester
0,Roger
0,Sci
0,Sox
0,Sports
0,Sure
0,Ted
0,Toronto
0,Warren
0,York
0,admit
0,age
0,ball
0,banned
0,base
0,baseball
0,bat
0,beat
0,biased
0,bottom
0,bring
0,brought
0,category
0,crew
0,decided
0,defense
0,defensive
0,destroyer
0,double
0,enjoy
0,fans
0,finish
0,fly
0,fourth
0,gets
0,guys
0,hits
0,hurt
0,idiot
0,immediately
0,impressive
0,improve
0,injury
0,la
0,label
0,lazy
0,lost
0,lower
0,morning
0,netcomsv
0,planning
0,played
0,playing
0,plays
0,produce
0,pubs
0,quick
0,saves
0,shot
0,shots
0,shouldn
0,showing
0,situations
0,smsu
0,somebody
0,spring
0,started
0,starting
0,step
0,stratus
0,team
0,third
0,throw
0,thrown
0,throws
0,tonight
0,tossed
0,trouble
0,veterans
0,walk
0,walked
0,weekend
0,winning
0,wise
0,worst
0,yeah
0,yesterday
0,young
0,2nd
0,3rd
0,What
0,Al
0,Americans
0,Anderson
0,Buffalo
0,Burns
0,CA
0,Canadian
0,Canadians
0,Clinton
0,Did
0,Division
0,Finland
0,Francis
0,Gerald
0,Hamilton
0,His
0,Islanders
0,Jersey
0,Jets
0,LA
0,Louis
0,MCGILL
0,Olchowy
0,Ottawa
0,Patrick
0,Quebec
0,Ray
0,Second
0,Selanne
0,Stanley
0,Wayne
0,West
0,Winnipeg
0,Young
0,alchemy
0,alone
0,arrival
0,attendance
0,broadcast
0,camp
0,chance
0,compare
0,coverage
0,ericsson
0,five
0,golchowy
0,hell
0,interest
0,lead
0,led
0,opportunity
0,penalties
0,penalty
0,period
0,pick
0,press
0,reported
0,sbc
0,shut
0,sick
0,solid
0,sun-barr
0,tied
0,traded
0,utnut
0,utoronto
0,watch
0,have
0,ACNS
0,Amendment
0,Brother
0,Carl
0,ColoState
0,Congress
0,DES
0,Drug
0,FBI
0,Federal
0,Feds
0,Government
0,Great
0,Justice
0,LONG
0,Marc
0,More
0,Off
0,Once
0,Only
0,PGP
0,Police
0,President
0,Secret
0,Security
0,Since
0,Stratus
0,Suppose
0,Test
0,Timothy
0,White
0,William
0,accounts
0,accuracy
0,act
0,administration
0,advocates
0,agencies
0,agency
0,announcement
0,assume
0,becomes
0,break
0,charge
0,citizen
0,citizens
0,civil
0,committed
0,committee
0,concerns
0,content
0,context
0,conversation
0,conversations
0,countries
0,court
0,crime
0,criminal
0,debate
0,decision
0,defend
0,develop
0,drug
0,economic
0,eff
0,enforcement
0,entirely
0,established
0,experts
0,forced
0,freedom
0,government
0,house
0,illegal
0,independent
0,industry
0,issues
0,knew
0,knowing
0,law-abiding
0,laws
0,longer
0,method
0,methods
0,moment
0,nor
0,nsc
0,officials
0,organization
0,outside
0,papers
0,pat
0,plan
0,political
0,powerful
0,presented
0,prevent
0,privacy
0,private
0,proper
0,protect
0,protecting
0,random
0,readily
0,regard
0,remain
0,rights
0,rush-limbaugh
0,search
0,secret
0,sector
0,sf
0,solutions
0,speech
0,stated
0,suppose
0,sw
0,terrorists
0,transmitted
0,trust
0,trusted
0,utsa
0,warrant
0,weak
0,whose
0,Electrical
0,NM
0,Question
0,Should
0,across
0,approval
0,boxes
0,building
0,buried
0,carrier
0,cases
0,ceiling
0,codes
0,connections
0,cse
0,cycle
0,damage
0,duty
0,easier
0,existing
0,feed
0,fire
0,former
0,generally
0,ground
0,installing
0,lamp
0,latch
0,main
0,metal
0,modern
0,named
0,neat
0,older
0,ordinary
0,permits
0,phase
0,places
0,possibly
0,protected
0,protection
0,red
0,register
0,replace
0,safe
0,separately
0,term
0,tone
0,towers
0,trace
0,trip
0,versus
0,walls
0,water
0,Biology
0,Elaine
0,Health
0,MRI
0,Medical
0,OR
0,Oct
0,Reference
0,She
0,States
0,accepted
0,ai
0,allergic
0,amounts
0,anecdotal
0,blood
0,brain
0,causing
0,commonly
0,community
0,concerned
0,disease
0,doctor
0,doctors
0,drugs
0,education
0,effective
0,effects
0,engr
0,excessive
0,experimental
0,exposure
0,extremely
0,facts
0,family
0,food
0,health
0,hospital
0,ideas
0,increased
0,leading
0,literature
0,living
0,medical
0,medicine
0,mouth
0,muscle
0,normally
0,occurs
0,ocom
0,okstate
0,patients
0,personality
0,philosophy
0,poll
0,posts
0,psychology
0,published
0,quack
0,related
0,risk
0,role
0,schools
0,scientists
0,seizures
0,sex
0,showed
0,skeptic
0,studies
0,substances
0,surgery
0,taste
0,testing
0,treated
0,treatment
0,typical
0,upon
0,vision
0,visitors
0,weight
0,yogurt
0,AND
0,Act
0,Astronomy
0,Atlantic
0,Express
0,February
0,Freedom
0,Lab
0,Lunar
0,Mar
0,March
0,Mars
0,News-Software
0,OF
0,Observatory
0,Part
0,Pegasus
0,Planetary
0,Society
0,Soviet
0,Two
0,Union
0,VAX/VMS
0,VNEWS
0,achieve
0,activities
0,activity
0,added
0,addresses
0,aircraft
0,arts
0,atmosphere
0,became
0,began
0,bill
0,billion
0,budget
0,cdx
0,concept
0,consideration
0,costs
0,covered
0,degrees
0,detailed
0,distance
0,effort
0,eight
0,fired
0,fuel
0,funding
0,hundred
0,landing
0,layer
0,location
0,mass
0,military
0,moon
0,nation
0,p
0,placed
0,planet
0,planned
0,proposed
0,radiation
0,reach
0,report
0,roll
0,satellite
0,status
0,towards
0,visible
0,visit
0,wings
0,is
0,Acts
0,Anthony
0,Branch
0,Church
0,Community
0,Cor
0,Faith
0,Greek
0,Greeks
0,Hell
0,Him
0,Himself
0,Holy
0,Hudson
0,Jacob
0,Jews
0,Joseph
0,Jr
0,Judaism
0,Law
0,Leviticus
0,Lord
0,Luke
0,Our
0,Rom
0,Romans
0,Sabbath
0,Sunday
0,Testament
0,Those
0,Thus
0,Tim
0,Truth
0,absolute
0,acts
0,adult
0,adults
0,anger
0,audience
0,authority
0,believes
0,belong
0,broken
0,brothers
0,canon
0,century
0,child
0,children
0,chose
0,church
0,citing
0,city
0,clearly
0,comment
0,concern
0,condemn
0,condemnation
0,conservative
0,contrary
0,dealt
0,death
0,define
0,deny
0,differences
0,discussed
0,discussions
0,doctrine
0,evil
0,fail
0,father
0,fear
0,feelings
0,felt
0,gay
0,gift
0,giving
0,hearing
0,heaven
0,heavens
0,held
0,heterosexual
0,historical
0,holy
0,homosexual
0,homosexuality
0,homosexuals
0,husband
0,igor
0,impact
0,imply
0,incredibly
0,intended
0,intercourse
0,interpretation
0,kinds
0,letters
0,liberal
0,lie
0,loving
0,male
0,marriage
0,meaning
0,meeting
0,member
0,met
0,mother
0,movement
0,neither
0,obey
0,obviously
0,ourselves
0,passage
0,personally
0,prayer
0,presence
0,priest
0,primarily
0,prophecy
0,putting
0,rape
0,readers
0,recent
0,regarding
0,reject
0,relationship
0,religions
0,respect
0,resurrection
0,ritual
0,saved
0,sexual
0,shows
0,sin
0,sinful
0,sins
0,speaks
0,spiritual
0,teach
0,teaching
0,teachings
0,tells
0,topic
0,totally
0,traditional
0,understood
0,verse
0,verses
0,vote
0,wife
0,witness
0,worship
0,viking
0,ATF
0,Attorney
0,BATF
0,BD
0,Brent
0,Bush
0,Cathy
0,Davidians
0,Firearms
0,Gun
0,Investors
0,JAMES
0,Mormons
0,Neil
0,Packet
0,Rick
0,Tavares
0,UTK
0,Veal
0,Waco
0,Yeah
0,activism
0,agents
0,armed
0,arms
0,assault
0,blame
0,bullet
0,burn
0,cdt
0,claimed
0,compound
0,conspiracy
0,constitution
0,cops
0,cult
0,dangerous
0,deaths
0,deer
0,federal
