PhraseID,Sentence,Phrase,count,WordCount,Sentiment,NegativityGI,PositivityGI,SentimentHE,NegativityHE,PositivityHE,SentimentLM,NegativityLM,PositivityLM,RatioUncertaintyLM,SentimentQDAP,NegativityQDAP,PositivityQDAP
48,1,affect,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
48,1,could,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,affect,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
49,1,your,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,stock,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,your,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,portfolio,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,stock,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,analytics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,portfolio,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,analytics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,insight,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
54,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,insight,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
55,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,co/ztx42uvjx7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,#ai,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,co/ztx42uvjx7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,#ai,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,#finperform,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,#finperform,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,üêá,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,trinityset,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,üêá,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,#nsa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,trinityset,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,#nationalsecurityagency,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,#nsa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,#nationalsecurityagency,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,#parody,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
65,1,#ai,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1,#parody,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
66,1,#ai,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,incoming,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,incoming,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1,2023,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1,2023,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,1,voice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,voice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,covid-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,covid-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,screening,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,screening,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,1,digital,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1,affordable,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
78,1,digital,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,affordable,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
79,1,secure,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
80,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1,secure,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
81,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1,effective,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
82,1,effective,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
82,1,first,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,first,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,line,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,line,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,defense,1,1,0,1,1,0,0,0,-1,1,0,0,-1,1,0
86,1,defense,1,1,0,1,1,0,0,0,-1,1,0,0,-1,1,0
86,1,voice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,utilizing,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
87,1,voice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,biomarkers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,utilizing,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
89,1,&amp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,biomarkers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,&amp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,powered,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
91,1,powered,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
92,1,artificial,1,1,-1,1,0,0,0,0,-1,1,0,0,0,0,0
93,1,artificial,1,1,-1,1,0,0,0,0,-1,1,0,0,0,0,0
93,1,intelligence,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
94,1,#skypath,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,intelligence,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
95,1,#skypath,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,#skytoken,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,#skytoken,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,#covid19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,#covid19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,co/ho906sf14j,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,co/ho906sf14j,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,twitch,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
102,1,could,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1,twitch,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
103,1,could,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,1,much,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,better,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
106,1,much,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1,better,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
108,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1,wouldn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1,wouldn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,even,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
112,1,even,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
112,1,need,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
113,1,artificial,1,1,-1,1,0,0,0,0,-1,1,0,0,0,0,0
113,1,need,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
114,1,artificial,1,1,-1,1,0,0,0,0,-1,1,0,0,0,0,0
114,1,intelligence,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
115,1,intelligence,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
116,1,needs,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
117,1,needs,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
118,1,auto,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,auto,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,play,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
120,1,channels,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,play,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
121,1,channels,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,then,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1,then,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1,click,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1,click,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,like,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
125,1,dislike,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
125,1,like,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
126,1,changes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,dislike,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
127,1,changes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,new,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,channel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,new,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,1,channel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1,dislike,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
132,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1,dislike,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
134,1,logged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,logged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,just,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
137,1,just,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
138,1,next\,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,next\,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,which,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1,records,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
140,1,which,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1,neither,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,records,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
142,1,neither,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,dislike,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
144,1,dislike,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
146,1,like,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
147,1,like,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
147,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1,can,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1,can,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,give,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
150,1,give,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
151,1,like-,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
152,1,how,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1,like-,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
153,1,how,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1,sudden,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
154,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,rise,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
155,1,sudden,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
156,1,rise,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
159,1,shaking,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
160,1,shaking,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
160,1,your,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1,white-collar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,your,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1,white-collar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1,world,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,&gt,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1,world,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1,&gt,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1,&gt,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1,co/ljq70jdqbt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,co/ljq70jdqbt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,generative,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
170,1,generative,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
171,1,has,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1,caused,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1,has,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,caused,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,storm,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
175,1,storm,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
176,1,automating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,automating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,high-paying,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1,high-paying,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1,professional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1,professional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1,skills,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
180,1,now,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,skills,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
181,1,aussie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,now,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,aussie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,businesses,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,are,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,1,businesses,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,are,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,trying,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
185,1,trying,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
186,1,determine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,determine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,how,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1,how,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1,get,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
190,1,get,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
190,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,1,best,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
191,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,best,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
192,1,out,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,1,out,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1,#ai,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,#ai,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,1,co/rluxgk5foy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,co/rluxgk5foy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,üñ≤ô∏è,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,maestrodeity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,üñ≤ô∏è,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1,#nsa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1,maestrodeity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,#nationalsecurityagency,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,#nsa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,#nationalsecurityagency,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,#parody,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
205,1,#ai,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,1,#parody,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
206,1,#ai,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1,#artificialintelligence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1,field,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,field,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,rodent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,decided,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,rodent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,decided,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1,ride,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
213,1,ride,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
214,1,tank,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
215,1,tank,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
216,1,artificial,1,1,-1,1,0,0,0,0,-1,1,0,0,0,0,0
217,1,artificial,1,1,-1,1,0,0,0,0,-1,1,0,0,0,0,0
217,1,intelligence,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
218,1,intelligence,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
218,1,upscaled,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
219,1,150%,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1,upscaled,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
220,1,150%,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1,dehalo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1,dehalo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1,compression,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1,compression,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1,reverse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1,reverse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1,injection,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1,injection,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1,fps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,fps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1,co/nc3ugpkcno,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1,co/nc3ugpkcno,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,1,https,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1,//t,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1,co/ahawmeacwg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1,co/ahawmeacwg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1,art,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
240,1,art,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
240,1,work,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
241,1,5564,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,1,work,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
242,1,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1,5564,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,1,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,1,458787098,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1,#aiart,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1,458787098,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,1,#aiart,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1,#art,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
